plant_id,plant_name,technology,plant_municipality,plant_ort,commissioning_date,grid_connection_level,capacity_mw,capacity_factor,energy_mwh_annual,substation_id,substation_name,distance_m
SEE908314039214,T43-67636,Wind,Dahme/Mark,Dahme,1/28/2003,Hochspannung,1.5,0.3,3942.0,1669,,1410.1294047864947
SEE948328718262,T44-67488,Wind,Dahme/Mark,Dahme,12/10/2002,Hochspannung,1.5,0.3,3942.0,1669,,2127.253328292557
SEE968970372094,T45-67950,Wind,Dahme/Mark,Dahme,12/16/2003,Hochspannung,1.5,0.3,3942.0,1669,,454.478701538165
SEE924642562477,Premslin 10,Wind,Karstädt,Karstädt,3/10/2004,Hochspannung,1.5,0.3,3942.0,3348,,13.521813857479936
SEE926283788438,T47-67491,Wind,Dahme/Mark,Dahme,12/13/2002,Hochspannung,1.5,0.3,3942.0,1669,,2557.0372119183826
SEE944008348774,Premslin 11,Wind,Karstädt,Karstädt,3/11/2004,Hochspannung,1.5,0.3,3942.0,3366,,13.243515221710492
SEE946726022547,T48-67492,Wind,Dahme/Mark,Dahme,12/16/2002,Hochspannung,1.5,0.3,3942.0,1669,,1898.5663224569469
SEE916923172963,Z01-70832,Wind,Dahme/Mark,Dahme,3/15/2005,Hochspannung,1.5,0.3,3942.0,2859,,2246.1446161749886
SEE992357660337,Premslin 12,Wind,Karstädt,Karstädt,3/11/2004,Hochspannung,1.5,0.3,3942.0,3349,,266.83054560541353
SEE903533077382,Z02-70833,Wind,Dahme/Mark,Dahme,3/18/2005,Hochspannung,1.5,0.3,3942.0,2859,,2022.8369845779755
SEE983502135800,KGE SN 206721,Wind,Schipkau,Klettwitz,4/23/2015,Hochspannung,3.3,0.3,8672.4,3466,,1937.284996694391
SEE917189911891,Kribbe 04,Wind,Karstädt,Karstädt,12/18/2003,Hochspannung,1.5,0.3,3942.0,3378,,4819.889967301828
SEE961129769356,Kribbe 05,Wind,Karstädt,Karstädt,1/20/2005,Hochspannung,1.5,0.3,3942.0,2152,,5247.503692630204
SEE980217197734,Kribbe 06,Wind,Karstädt,Karstädt,12/16/2003,Hochspannung,1.5,0.3,3942.0,370,,4745.523265312887
SEE948476491987,Kribbe 07,Wind,Karstädt,Karstädt,12/30/2004,Hochspannung,1.5,0.3,3942.0,2152,,4698.019337520682
SEE995819058185,Kribbe 08,Wind,Karstädt,Karstädt,12/20/2003,Hochspannung,1.5,0.3,3942.0,2152,,4147.463093173208
SEE943438514049,Kribbe 09,Wind,Karstädt,Karstädt,12/30/2004,Hochspannung,1.5,0.3,3942.0,370,,3957.6405434926874
SEE977115831587,KGE SN 206722,Wind,Schipkau,Klettwitz,6/12/2015,Hochspannung,3.3,0.3,8672.4,3466,,1349.1908813423895
SEE913963571831,KGE SN 206723,Wind,Schipkau,Klettwitz,4/22/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,1788.6625894925528
SEE908100931395,KGE SN 206724,Wind,Schipkau,Klettwitz,6/4/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,1658.5394605056442
SEE977950279148,KGE SN 206725,Wind,Schipkau,Klettwitz,3/31/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,1658.5394605056442
SEE939144722915,KGE SN 206726,Wind,Schipkau,Klettwitz,5/19/2015,Hochspannung,3.3,0.3,8672.4,3466,,1594.4016359042403
SEE929472486726,KGE SN 206727,Wind,Schipkau,Klettwitz,5/11/2015,Hochspannung,3.3,0.3,8672.4,3466,,1740.0049473458835
SEE991913450313,Sallgast,Wind,Sallgast,Sallgast,12/28/2004,Hochspannung,2.0,0.3,5256.0,1633,Umspannwerk Kostebrau,2334.630236986252
SEE914202933441,Biegen II,Wind,Briesen (Mark),Briesen,2/23/2022,Hochspannung,4.2,0.3,11037.6,1794,Pillgram,4369.5057206813235
SEE968247067562,Biegen II,Wind,Briesen (Mark),Briesen,4/22/2022,Hochspannung,4.2,0.3,11037.6,1794,Pillgram,4396.91587690511
SEE929995279010,Biegen II,Wind,Briesen (Mark),Briesen,3/11/2022,Hochspannung,4.2,0.3,11037.6,1794,Pillgram,4529.373478831545
SEE955907873113,Energiepark Neuhardenberg,Solare Strahlungsenergie,Neuhardenberg,Neuhardenberg,9/30/2012,Hochspannung,20.782799999999998,0.12,21846.879359999995,3425,UW Wuschewier,4151.5166440535195
SEE914869737383,VE-01-N-16931,Wind,Wustermark,Wustermark,5/22/2003,Hochspannung,2.0,0.3,5256.0,2372,,1125.5002737363652
SEE930085801820,VE-04-16934,Wind,Wustermark,Wustermark,5/22/2003,Hochspannung,2.0,0.3,5256.0,2372,,1970.2006060448805
SEE981748100576,Falkenwalde 01,Wind,Uckerfelde,Uckerfelde,11/25/2004,Höchstspannung,1.5,0.3,3942.0,2540,UW Randowhöhe,1199.2638991336992
SEE964346431280,Falkenwalde 02,Wind,Uckerfelde,Uckerfelde,11/29/2004,Höchstspannung,1.5,0.3,3942.0,2540,UW Randowhöhe,977.3131358115248
SEE904240808573,Falkenwalde 03,Wind,Uckerfelde,Uckerfelde,11/23/2004,Höchstspannung,1.5,0.3,3942.0,2540,UW Randowhöhe,1161.720886728775
SEE965057021029,Falkenwalde 04,Wind,Uckerfelde,Uckerfelde,12/8/2004,Höchstspannung,1.5,0.3,3942.0,2540,UW Randowhöhe,1879.7955876094056
SEE920600956883,Falkenwalde 05,Wind,Uckerfelde,Uckerfelde,11/23/2004,Höchstspannung,1.5,0.3,3942.0,2540,UW Randowhöhe,2070.199743129411
SEE953287836209,Falkenwalde 06,Wind,Uckerfelde,Uckerfelde,12/30/2004,Höchstspannung,1.5,0.3,3942.0,2540,UW Randowhöhe,2204.5232143867224
SEE908425554361,Falkenwalde 07,Wind,Uckerfelde,Uckerfelde,12/1/2004,Höchstspannung,1.5,0.3,3942.0,292,,2012.3499042299084
SEE970393649493,Falkenwalde 08,Wind,Uckerfelde,Uckerfelde,12/10/2004,Höchstspannung,1.5,0.3,3942.0,292,,1721.8925015376449
SEE961404209287,Solarpark Rapshagen,Solare Strahlungsenergie,Gerdshagen,Gerdshagen,12/21/2011,Hochspannung,8.236799999999999,0.12,8658.524159999999,2350,Falkenhagen Nord,2126.7608098394135
SEE985341911782,WEA Falkenwalde,Wind,Randowtal,Randowtal,6/17/2022,Höchstspannung,4.2,0.3,11037.6,2540,UW Randowhöhe,1453.2179275730803
SEE940927958353,E 78328-01,Wind,Karstädt,Karstädt,12/29/2005,Höchstspannung,2.0,0.3,5256.0,3378,,5207.961529583403
SEE940139678155,E 78329-02,Wind,Karstädt,Karstädt,12/28/2005,Höchstspannung,2.0,0.3,5256.0,2152,,4739.911353500693
SEE961877541396,E 78330-03,Wind,Karstädt,Karstädt,12/29/2005,Höchstspannung,2.0,0.3,5256.0,2152,,4395.577905225602
SEE978295508672,E 78331-04,Wind,Karstädt,Karstädt,12/15/2005,Höchstspannung,2.0,0.3,5256.0,2152,,3922.5717605983896
SEE963163210122,E 78332-05,Wind,Karstädt,Karstädt,12/15/2005,Höchstspannung,2.0,0.3,5256.0,2152,,3748.026240084804
SEE900212079163,E 78495-01,Wind,Pirow,Pirow,3/22/2006,Höchstspannung,2.0,0.3,5256.0,2152,,1778.9626752663796
SEE986547946844,E 78496-02,Wind,Pirow,Pirow,3/15/2006,Höchstspannung,2.0,0.3,5256.0,2152,,1948.5080894600167
SEE913204276563,E 78497-03,Wind,Pirow,Pirow,3/23/2006,Höchstspannung,2.0,0.3,5256.0,2152,,2136.3613571813303
SEE942840345371,E 78498-04,Wind,Pirow,Pirow,3/28/2006,Höchstspannung,2.0,0.3,5256.0,2152,,1905.3625535092845
SEE946490530538,E 78499-05,Wind,Pirow,Pirow,3/29/2006,Höchstspannung,2.0,0.3,5256.0,2152,,1746.5580099939618
SEE912429396650,WEA-Mürow-03,Wind,Angermünde,Angermünde,9/1/2002,Hochspannung,1.05,0.3,2759.4,3149,Mürow Oberdorf 2,1404.8754734094102
SEE952642110787,Prötzel V WEA 1,Wind,Prötzel,Prötzel,8/21/2006,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,5113.621914179844
SEE909136646352,Prötzel V WEA 2,Wind,Prötzel,Prötzel,7/1/2006,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,5925.027435861915
SEE959156336009,Prötzel V WEA 3,Wind,Prötzel,Prötzel,7/16/2006,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,5327.783449711453
SEE995319042417,Prötzel V WEA 4,Wind,Prötzel,Prötzel,7/14/2006,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,5748.237339690018
SEE909136407632,Prötzel V WEA 5,Wind,Prötzel,Prötzel,7/13/2006,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,5454.9453567424125
SEE968791829203,Prötzel V WEA 6,Wind,Prötzel,Prötzel,7/12/2006,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,6242.362214205759
SEE971325535532,Prötzel V WEA 7,Wind,Märkische Höhe,Märkische Höhe,8/1/2006,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,5968.279572274219
SEE949042910161,Prötzel V WEA 8,Wind,Prötzel,Prötzel,3/18/2008,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,5102.471703061428
SEE961524657517,Prötzel V WEA 9,Wind,Prötzel,Prötzel,3/20/2008,Hochspannung,2.0,0.3,5256.0,2520,Umspannwerk Ihlow,4678.472181276441
SEE909720172953,NM64c-67755,Wind,Wusterwitz,Wusterwitz,9/11/2003,Hochspannung,1.5,0.3,3942.0,1951,,2848.4391255001974
SEE984081567150,NM64c-67728,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,2931.0535662553475
SEE970290858073,NM64c67726,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,2982.732235185648
SEE970943031280,NM64c-67634,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,2774.906232942423
SEE961225417298,NM64c-67633,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,2408.336223372551
SEE914458551697,NM64c-67630,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,2674.2126549303216
SEE978215523587,NM64c-67527,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,2240.8733896738904
SEE937339812670,NM64c-67526,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,1928.23045221645
SEE954824572253,NM64c-67521,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,2223.3613937655036
SEE903260864217,NM64c-67520,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,1944.334309522561
SEE933574374362,NM64c-67757,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1950,,1652.2094236136604
SEE911608476459,E70955,Wind,Heiligengrabe,Groß Pankow,12/18/2002,Hochspannung,1.8,0.3,4730.4,3438,,3008.7453750527056
SEE958224696854,E70956,Wind,Heiligengrabe,Groß Pankow,12/16/2002,Hochspannung,1.8,0.3,4730.4,3438,,2789.839390800431
SEE936710618078,E70957,Wind,Heiligengrabe,Groß Pankow,12/18/2002,Hochspannung,1.8,0.3,4730.4,3438,,3370.730550821852
SEE933370333099,E70958,Wind,Heiligengrabe,Groß Pankow,12/22/2002,Hochspannung,1.8,0.3,4730.4,3438,,3287.55416449611
SEE931042764523,E70962,Wind,Heiligengrabe,Groß Pankow,12/16/2002,Hochspannung,1.8,0.3,4730.4,3438,,3410.1550862646886
SEE934493625757,E70963,Wind,Heiligengrabe,Groß Pankow,12/16/2002,Hochspannung,1.8,0.3,4730.4,3438,,2976.3984404899547
SEE975098039082,E70964,Wind,Heiligengrabe,Groß Pankow,12/21/2002,Hochspannung,1.8,0.3,4730.4,3438,,3311.2269529696364
SEE925380595956,NM64c-67756,Wind,Wusterwitz,Wusterwitz,9/17/2003,Hochspannung,1.5,0.3,3942.0,1950,,1438.2962253160351
SEE979454570080,NM64c-67727,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,2231.8635707441217
SEE993129828818,NM64c-67632,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,2414.195499346543
SEE979233201051,NM64c-67629,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,2244.5317176251983
SEE913006967713,NM64c-67525,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,1676.5770358354591
SEE926299792825,NM64c-67524,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,2075.059090638282
SEE999184064178,NM64c-67523,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,1660.2622522406773
SEE918798363293,NM64c-67522,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,2015.5434707188263
SEE952757503436,NM64c-67631,Wind,Wusterwitz,Wusterwitz,9/5/2003,Hochspannung,1.5,0.3,3942.0,1951,,1912.854866555202
SEE967067310254,E 702462-01,Wind,Brieselang,Brieselang,8/18/2005,Höchstspannung,2.0,0.3,5256.0,2670,Umspannwerk Wustermark,1851.5563367023103
SEE907990296744,E 702463-02,Wind,Nauen,Nauen,8/11/2005,Höchstspannung,2.0,0.3,5256.0,2670,Umspannwerk Wustermark,1593.8659947986712
SEE908967020409,E 702464-03,Wind,Brieselang,Brieselang,7/29/2005,Höchstspannung,2.0,0.3,5256.0,2670,Umspannwerk Wustermark,1320.3601416486542
SEE905114928106,E 702465-04,Wind,Brieselang,Brieselang,7/26/2005,Höchstspannung,2.0,0.3,5256.0,2670,Umspannwerk Wustermark,1060.7888850589563
SEE978685270455,E 702466-05,Wind,Brieselang,Brieselang,8/10/2005,Höchstspannung,2.0,0.3,5256.0,2670,Umspannwerk Wustermark,1376.1825285791813
SEE910140200829,E 702467-06,Wind,Brieselang,Brieselang,8/17/2005,Höchstspannung,2.0,0.3,5256.0,2670,Umspannwerk Wustermark,1189.739331830783
SEE910912047812,E 702468-07,Wind,Brieselang,Brieselang,7/21/2005,Höchstspannung,2.0,0.3,5256.0,2670,Umspannwerk Wustermark,915.9095424846325
SEE927827322958,E 78135-08,Wind,Brieselang,Brieselang,8/12/2008,Höchstspannung,2.3,0.3,6044.4,2670,Umspannwerk Wustermark,1451.9927272477169
SEE985947741080,E 78136-09,Wind,Brieselang,Brieselang,8/5/2008,Höchstspannung,2.3,0.3,6044.4,2670,Umspannwerk Wustermark,1258.1914936683816
SEE964571906652,E 78137-10,Wind,Brieselang,Brieselang,7/9/2008,Höchstspannung,2.3,0.3,6044.4,2670,Umspannwerk Wustermark,994.3116734773699
SEE978057448277,E 78138-11,Wind,Brieselang,Brieselang,8/1/2008,Höchstspannung,2.3,0.3,6044.4,2670,Umspannwerk Wustermark,821.8756897232065
SEE944225800604,Gall Basedow E 82,Wind,Prenzlau,Prenzlau,11/12/2020,Hochspannung,2.3,0.3,6044.4,286,,414.1383247584056
SEE983102399039,E 78139-12,Wind,Brieselang,Brieselang,5/22/2008,Höchstspannung,2.3,0.3,6044.4,2670,Umspannwerk Wustermark,842.3184035381685
SEE967718725765,E 78140-13,Wind,Brieselang,Brieselang,7/16/2008,Höchstspannung,2.3,0.3,6044.4,2670,Umspannwerk Wustermark,667.1128355827813
SEE992590095774,E 702484-02,Wind,Nauen,Nauen,9/26/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,4001.8527236052764
SEE926047510558,E 702485-03,Wind,Nauen,Nauen,9/28/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,4417.686304709933
SEE923484361521,E 702486-04,Wind,Nauen,Nauen,9/29/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,4616.573195787958
SEE980478173416,E 702487-05,Wind,Nauen,Nauen,9/28/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,4719.935091524035
SEE943914345563,E 702488-06,Wind,Nauen,Nauen,9/28/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,4824.378616073037
SEE967131775477,E 702489-07,Wind,Nauen,Nauen,9/21/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,4358.410850313708
SEE919250662503,E 702490-08,Wind,Nauen,Nauen,9/30/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,4296.646129891129
SEE925765503958,E 702491-09,Wind,Nauen,Nauen,9/26/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,3963.932493972278
SEE909605995783,E 702492-10,Wind,Nauen,Nauen,9/26/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,4019.026317627124
SEE989738484583,E 702493-11,Wind,Nauen,Nauen,9/21/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,3932.3926283780675
SEE957090508391,E 702494-12,Wind,Nauen,Nauen,9/21/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,3318.188129630534
SEE900932546877,E 702495-13,Wind,Nauen,Nauen,9/21/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,3454.7380512440673
SEE916164526907,E 702496-14,Wind,Nauen,Nauen,9/21/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,3365.9005791874984
SEE944088567393,E 702497-15,Wind,Nauen,Nauen,9/22/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,3263.2244055842525
SEE928189906749,E 702498-16,Wind,Nauen,Nauen,9/22/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,2873.2152815475256
SEE977351597070,E 702499-17,Wind,Nauen,Nauen,9/21/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,2900.387117969697
SEE950680775555,E 702500-18,Wind,Nauen,Nauen,9/28/2005,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,2288.1942448643454
SEE942851265132,E 702501-19,Wind,Nauen,Nauen,9/28/2005,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,2309.5460376989695
SEE930492025994,E 78146-01,Wind,Nauen,Nauen,4/28/2006,Höchstspannung,2.0,0.3,5256.0,3186,PVA Am UW Nauen,3812.617027157513
SEE972431481607,T 05,Wind,Göritz,Göritz,11/30/2006,Hochspannung,1.5,0.3,3942.0,2663,Uckerthal,981.9391835805842
SEE952187954006,WP IX - WEA 1,Wind,Meyenburg,Meyenburg,2/13/2004,Höchstspannung,1.8,0.3,4730.4,1290,,5888.811692955451
SEE992834239414,FIWA II-1,Solare Strahlungsenergie,Finsterwalde,Finsterwalde,6/22/2010,Hochspannung,1.25,0.12,1314.0,1598,,4526.204229448319
SEE948143466645,WP IX - WEA 2,Wind,Meyenburg,Meyenburg,2/24/2004,Höchstspannung,1.8,0.3,4730.4,1290,,5741.324015471989
SEE989099807656,WP IX - WEA 3,Wind,Meyenburg,Meyenburg,2/26/2004,Höchstspannung,1.8,0.3,4730.4,1290,,5666.605375458224
SEE955961607969,WP IX - WEA 4,Wind,Meyenburg,Meyenburg,2/28/2004,Höchstspannung,1.8,0.3,4730.4,1290,,6147.128633572629
SEE920114946448,WP IX - WEA 5,Wind,Meyenburg,Meyenburg,2/17/2004,Höchstspannung,1.8,0.3,4730.4,1290,,6105.909445390583
SEE986239274767,WP IX - WEA 6,Wind,Meyenburg,Meyenburg,2/20/2004,Höchstspannung,1.8,0.3,4730.4,1290,,6092.811172073971
SEE974190852186,WP IX - WEA 7,Wind,Meyenburg,Meyenburg,2/28/2004,Höchstspannung,1.8,0.3,4730.4,1290,,6395.08286614514
SEE917276538383,WP IX - WEA 8,Wind,Meyenburg,Meyenburg,3/1/2004,Höchstspannung,1.8,0.3,4730.4,1290,,6456.040257150597
SEE906950095441,FIWA III-1,Solare Strahlungsenergie,Finsterwalde,Finsterwalde,6/24/2010,Hochspannung,0.63,0.12,662.256,1583,,5586.2965482452755
SEE971315098528,E 821643-16,Wind,Wustermark,Wustermark,12/14/2009,Höchstspannung,2.0,0.3,5256.0,3537,,1509.76269051762
SEE967257745835,E 821642-15,Wind,Nauen,Nauen,12/8/2009,Höchstspannung,2.0,0.3,5256.0,3537,,1198.7758717278455
SEE957286200313,E 782235-01,Wind,Wustermark,Wustermark,4/6/2009,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,914.2099257948257
SEE944931250380,E 82081-01,Wind,Wustermark,Wustermark,12/29/2006,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,2766.6690446680636
SEE960175159487,E 82082-02,Wind,Wustermark,Wustermark,12/23/2006,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,3025.875332574852
SEE943545970509,E 781116-01,Wind,Wustermark,Wustermark,3/14/2007,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,1003.0339943556093
SEE948417111660,E 781117-02,Wind,Wustermark,Wustermark,3/13/2007,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,1231.9078558780825
SEE933572439025,E 781118-03,Wind,Wustermark,Wustermark,3/7/2007,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,1481.0470310936726
SEE926409232128,E 781119-04,Wind,Wustermark,Wustermark,2/26/2007,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,1731.518445598769
SEE976717094161,E 82207-01,Wind,Wustermark,Wustermark,5/25/2007,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,2231.578097673604
SEE961908470879,E 82208-02,Wind,Wustermark,Wustermark,5/22/2007,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,2224.8213317596606
SEE911779270115,E 782754-01,Wind,Wustermark,Wustermark,12/23/2009,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,914.4591267767403
SEE909805145520,E 781673-04,Wind,Nauen,Nauen,12/11/2007,Höchstspannung,2.3,0.3,6044.4,2157,,1353.1745965033458
SEE930335312137,E 781674-05,Wind,Nauen,Nauen,12/11/2007,Höchstspannung,2.3,0.3,6044.4,2157,,1129.418734767418
SEE965943580241,E 781675-06,Wind,Nauen,Nauen,12/11/2007,Höchstspannung,2.3,0.3,6044.4,2157,,1092.162405801439
SEE910794594893,E 781676-07,Wind,Nauen,Nauen,12/18/2007,Höchstspannung,2.3,0.3,6044.4,2157,,1121.9868921313669
SEE978550348975,70567_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,4/30/2002,Hochspannung,1.8,0.3,4730.4,1969,Eckmannsdorf,2199.3178854639473
SEE982554521494,70562_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,12/27/2001,Hochspannung,1.8,0.3,4730.4,1969,Eckmannsdorf,2019.104480070723
SEE994233747309,E 781677-08,Wind,Nauen,Nauen,12/13/2007,Höchstspannung,2.3,0.3,6044.4,2157,,814.1440499530979
SEE910163783477,E 781680-11,Wind,Nauen,Nauen,11/15/2007,Höchstspannung,2.3,0.3,6044.4,3537,,1462.599908191701
SEE901271101710,441052_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,12/27/2001,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,2335.196578110051
SEE946320665348,E 781678-09,Wind,Nauen,Nauen,12/6/2007,Höchstspannung,2.3,0.3,6044.4,2157,,625.1334432192153
SEE909664387413,441053_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,12/27/2001,Hochspannung,0.6,0.3,1576.8,1969,Eckmannsdorf,2206.2390729912577
SEE991445330893,E 781679-10,Wind,Nauen,Nauen,11/15/2007,Höchstspannung,2.3,0.3,6044.4,2157,,1249.843436567667
SEE980650871208,E 781682-13,Wind,Nauen,Nauen,11/6/2007,Höchstspannung,2.3,0.3,6044.4,3537,,977.1437249610196
SEE922944475006,441054_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,1/17/2002,Hochspannung,0.6,0.3,1576.8,1969,Eckmannsdorf,2061.774553389113
SEE909241689541,E 781681-12,Wind,Nauen,Nauen,11/2/2007,Höchstspannung,2.3,0.3,6044.4,3537,,797.5336684901472
SEE924067841201,441055_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,2/1/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,2132.149891157653
SEE944336949506,E 82674-14,Wind,Wustermark,Wustermark,8/28/2008,Höchstspannung,2.0,0.3,5256.0,3538,,1691.945857933771
SEE991913936619,441056_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,1/23/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,2100.7277559030376
SEE992196078379,441057_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,1/22/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,1999.365001414716
SEE971977987222,441058_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,1/22/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,1928.53988749196
SEE986892977722,E 781885-01,Wind,Nauen,Nauen,4/7/2008,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,4750.683300169499
SEE967636821877,E 781886-02,Wind,Nauen,Nauen,4/10/2008,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,4215.8302852997285
SEE904480023453,E 781887-03,Wind,Nauen,Nauen,4/16/2008,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,3824.408007432999
SEE914922783838,E 781967-04,Wind,Wustermark,Wustermark,9/9/2008,Höchstspannung,2.3,0.3,6044.4,1567,Neukammer,3132.139400404559
SEE966578912322,E 781968-05,Wind,Wustermark,Wustermark,10/16/2008,Höchstspannung,2.3,0.3,6044.4,3538,,3286.506939886883
SEE998710428835,E 78642-01,Wind,Wustermark,Wustermark,6/23/2006,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,1365.4285462510118
SEE901644222462,E 78643-02,Wind,Wustermark,Wustermark,6/23/2006,Höchstspannung,2.0,0.3,5256.0,1567,Neukammer,1572.1794999982483
SEE978931070372,E 78644-03,Wind,Wustermark,Wustermark,6/19/2006,Höchstspannung,2.0,0.3,5256.0,3538,,1530.33011257649
SEE910488850106,441059_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,2/5/2002,Hochspannung,0.6,0.3,1576.8,1969,Eckmannsdorf,1799.461124168137
SEE967509810199,441060_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,3/14/2002,Hochspannung,0.6,0.3,1576.8,158,TrSt Dorfstraße,1920.6061992578936
SEE961735429064,441061_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,3/13/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,1844.0740192634923
SEE971751924238,441062_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,3/7/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,1738.40375416964
SEE995162977294,441063_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,3/6/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,1648.0332899287946
SEE960708179371,441064_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,3/11/2002,Hochspannung,0.6,0.3,1576.8,193,TrSt WAZ,1578.5841038920435
SEE941169596273,441065_Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,3/2/2002,Hochspannung,0.6,0.3,1576.8,158,TrSt Dorfstraße,1688.5999022480107
